      2.1000000     -1.6622673     0.95486280     0.86906066     0.92604171     0.86906066
      2.1500000     -1.6100271      1.1434510     0.83609470      1.8020359     0.83609470
      2.2000000     -1.5461662      1.4250714     0.78432627      4.7281332     0.78432627
      2.2500000     -1.4621733      2.0255578     0.66791892      38.265983     0.66864997
      2.3000000     -1.3494646      2.1360191    0.072479331      105.74728     0.36526976
      2.3500000     -1.2653445      1.3776299    0.012359725      45.977468     0.18420129
      2.4000000     -1.2045533      1.1369445 -0.00064046458      24.742154     0.13296579
      2.4500000     -1.1515325     0.99541002  -0.0056876292      13.157213    0.094787173
      2.5000000     -1.1061310     0.86959582 -0.00098811250      9.3856315    0.081263800
      2.5500000     -1.0652642     0.78399683 -0.00098979896      6.7153389    0.068422380
      2.6000000     -1.0283336     0.70414588   0.0010458865      4.9721805    0.059167593
      2.6500000    -0.99470330     0.65099361 -0.00098216771      4.2015444    0.054485718
      2.7000000    -0.96335084     0.60074671 -0.00084823542      3.3394943    0.049288040
