              2	14380463111650
           2.05	38984109780625
            2.1	67785984940402
           2.15	101548837794585
            2.2	27416040720128
           2.25	74240913394455
            2.3	129214781082846
           2.35	193297024720738
            2.4	49054717625902
           2.45	129302405169825
            2.5	216236950619951
           2.55	309126425820100
            2.6	64886871185717
           2.65	167624756196239
            2.7	274744491447801
