           1000      2.4000000     -1.2012500      1.3592595     0.37306000      7.1982764     0.41446000
           2000      2.4000000     -1.2435800      1.5926239     0.19274500      7.5634348     0.49131000
           3000      2.4000000     -1.2421333      1.5297025     0.13727333      7.7817117     0.47950333
           4000      2.4000000     -1.2301300      1.4823738    0.092883750      8.0082128     0.45231125
           5000      2.4000000     -1.2427780      1.4944877   -0.044404000      7.8402927     0.48056000
           6000      2.4000000     -1.2410867      1.4647837   0.0017666667      7.8560186     0.47928333
           7000      2.4000000     -1.2418600      1.4840594    0.057437857      8.1319926     0.47234929
           8000      2.4000000     -1.2421575      1.4482392    0.034901875      8.0613228     0.47201188
           9000      2.4000000     -1.2411133      1.4548059    0.079615556      8.0529533     0.47261556
          10000      2.4000000     -1.2382380      1.4415302     0.10548750      8.2236941     0.46577950
          11000      2.4000000     -1.2374218      1.4497000     0.13153682      8.3962478     0.46294136
          12000      2.4000000     -1.2355300      1.4411610     0.13008500      8.4953728     0.45821333
          13000      2.4000000     -1.2358500      1.4352949     0.15020654      8.4737719     0.45825654
          14000      2.4000000     -1.2304564      1.4476844     0.14555786      8.7183167     0.44494071
          15000      2.4000000     -1.2297267      1.4407022     0.15993767      8.6758092     0.44318433
          16000      2.4000000     -1.2300631      1.4406929     0.15658406      8.6454235     0.44383906
          17000      2.4000000     -1.2340794      1.4577099     0.17524912      8.7116020     0.45103088
          18000      2.4000000     -1.2349889      1.4476404     0.13493028      8.5163761     0.45655639
          19000      2.4000000     -1.2334232      1.4366862     0.13384211      8.6065841     0.45167737
          20000      2.4000000     -1.2313895      1.4269454     0.14536500      8.5500049     0.44844250
          21000      2.4000000     -1.2310190      1.4255145     0.12189071      8.5139392     0.44789119
          22000      2.4000000     -1.2321436      1.4262857    0.093677045      8.5054767     0.45034023
          23000      2.4000000     -1.2328048      1.4211484    0.068637174      8.4865503     0.45196370
          24000      2.4000000     -1.2348508      1.4289932    0.044156667      8.4741460     0.45624792
          25000      2.4000000     -1.2342864      1.4236407    0.042610400      8.4656573     0.45499520
          26000      2.4000000     -1.2362838      1.4360458    0.062789423      8.4402157     0.45934288
          27000      2.4000000     -1.2370744      1.4269496    0.070154815      8.4105408     0.46011148
          28000      2.4000000     -1.2356975      1.4236061    0.058316071      8.3848958     0.45787821
          29000      2.4000000     -1.2363545      1.4254660    0.061240862      8.3270234     0.45968879
          30000      2.4000000     -1.2365830      1.4282616    0.051438167      8.3367436     0.46078383
          31000      2.4000000     -1.2362826      1.4327424    0.036660806      8.3397200     0.46070823
          32000      2.4000000     -1.2347034      1.4258563    0.042840156      8.3279353     0.45833328
          33000      2.4000000     -1.2346018      1.4211435    0.033004394      8.4152682     0.45643894
          34000      2.4000000     -1.2362403      1.4302959    0.027081618      8.4119818     0.45902691
          35000      2.4000000     -1.2351054      1.4317607    0.032871571      8.4762495     0.45704129
          36000      2.4000000     -1.2352453      1.4294453    0.043952361      8.5126727     0.45693625
